"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206"
"352","344","      Social services, gross output","DSSGRC0",597,591,603,622,624,636,641,641,635,647,665,676,661,632,614,609,619,656,709,767,839,874,905,930,937,990,1069,1157,1221,1249,1270,1289,1335,1427,1537,1633,1632,1630,1653,1710,1780,1857,1934,2001,2022,2050,2135,2184,2305,2420,2545,2664,2840,2908,2933,3387,3205,3304,3243,3377,3445,3528,3506,3591,3696,3833,4101,4263,4445,4597,4823,5020,5290,5372,5558,5893,6127,6454,6661,6841,7304,7601,7780,8121,8496,8910,9031,9642,9790,10148,10222,10618,10684,10945,11205,11459,11660,11896,12244,12473,12830,13124,13526,14039,14377,14818,15395,15941,16406,16696,16885,17313,18506,18643,19093,19455,20105,20511,20858,21574,22174,22829,23577,24153,24636,25438,25991,26537,27187,27693,28463,29029,29877,30621,31484,32146,32594,33195,33788,33961,34285,34706,35656,36688,37453,38135,38531,39012,39277,40019,41134,42430,43341,43995,44909,46119,47435,49095,51086,52494,53968,55484,57239,59336,61729,64164,66360,69390,72149,74456,76773,78499,80126,81843,83338,84887,85730,86744,87482,87774,87484,87643,88814,87986,89921,91339,92077,94735,95135,94822,95323,95383,96579,97982,98904,99592,100275,101379,102453,103471,104133,104526,104715
"353","345","      Religious organizations, gross output","DREORC0",3541,3664,3761,3818,3793,3680,3572,3511,3565,3721,3881,4008,4019,3919,3810,3731,3806,3977,4145,4256,4413,4361,4289,4236,4295,4499,4695,4838,4817,4681,4543,4471,4641,4943,5245,5463,5354,5236,5178,5224,5349,5503,5639,5766,5834,5888,6042,6057,6237,6397,6587,6788,6773,6776,6634,7229,7173,7632,7451,7552,7777,8259,8232,8492,8643,8754,8992,9247,9939,9581,9283,9586,9944,9868,10451,11105,11180,11369,11634,11961,12653,12705,11939,12605,13036,13286,13706,14292,14839,15364,15794,16390,16642,16454,16981,17239,17342,17511,17854,18620,18169,19027,19348,20485,20466,20474,20613,20591,21225,22428,22058,21709,22137,22390,23226,23282,24429,24452,24709,24837,25442,26270,26729,26745,26599,27929,29168,29187,29931,30182,30214,29973,30458,30815,31870,32347,32072,32627,33261,34109,35449,36317,37083,37649,37626,38194,38892,39798,41379,42309,43111,43719,43698,43692,44239,45263,46402,47469,48301,48831,48930,49390,49998,50746,51888,52911,54116,55311,56441,57631,58717,59472,60604,61583,62242,62433,62157,62232,62922,63991,65206,66530,67440,67877,68774,68602,69590,71571,70878,72065,72393,73368,75482,76040,77868,79454,81053,81352,81707,82035,81679,81984,83235
"354","346","      Foundations and grantmaking and giving establishments, gross output","DFXORC0",93,97,99,103,123,125,137,144,149,162,175,187,195,196,196,200,216,238,246,250,231,201,205,230,281,347,414,448,443,420,391,371,382,397,414,415,389,360,366,385,430,468,526,559,550,559,596,663,760,872,983,1075,812,842,843,850,818,807,829,885,1024,1160,1255,1304,1307,1278,1274,1309,1363,1421,1505,1585,1687,1759,1758,1720,1591,1561,1563,1666,1928,2115,2315,2459,2508,2560,2582,2616,2727,2806,2932,3013,3184,3310,3450,3554,3730,3831,3934,3991,4072,4078,4191,4318,4430,4465,4579,4754,4833,4912,5124,5320,5603,5624,5663,5708,6154,6437,6715,6919,7459,7839,8065,8180,8104,7971,8121,8365,8733,8839,9017,9164,9006,9257,9518,9590,9827,9895,9723,9619,9314,9153,9121,9167,9212,9147,8984,8994,9004,8888,8803,8551,8231,8068,8098,8310,8675,9108,9587,10095,10622,11162,11652,12094,12519,13037,13709,14551,15658,16525,17207,17552,17818,18046,18277,18319,18465,18484,18621,18913,19317,19649,19866,19775,20040,20045,20420,21430,21850,22589,22924,23330,23547,23944,24675,25626,26667,27645,28466,28653,28815,29486,30397
"355","347","      Social advocacy establishments, gross output","DSAORC0",74,73,74,77,77,78,79,79,78,80,82,83,81,78,76,75,76,81,87,94,103,108,111,115,115,122,132,142,150,154,156,159,164,176,189,201,201,201,203,210,219,228,238,246,249,252,263,269,283,298,313,327,349,357,361,416,394,406,399,415,423,434,431,441,454,471,504,524,546,565,593,617,650,660,683,724,753,793,818,841,898,934,956,998,1044,1095,1110,1185,1203,1247,1256,1305,1313,1346,1378,1409,1433,1462,1504,1532,1576,1612,1661,1723,1765,1818,1889,1955,2012,2047,2070,2122,2266,2281,2336,2382,2472,2524,2565,2647,2699,2769,2854,2923,2997,3104,3181,3258,3346,3415,3514,3585,3685,3775,3878,3956,4018,4103,4179,4195,4229,4275,4386,4508,4598,4679,4733,4798,4832,4927,5039,5089,5144,5222,5339,5366,5442,5516,5524,5626,5754,5897,6130,6404,6522,6660,6860,6984,7131,7388,7647,8051,8703,9136,9656,10124,10240,10393,10465,10473,10250,10312,10402,10183,10532,10714,10646,11105,11259,11631,12002,12155,12576,12775,13086,13476,13872,14192,14633,14935,15161,15522,16015
"356","348","      Civic and social organizations, gross output","DCIORC0",199,203,206,209,210,210,210,209,213,217,222,226,227,224,222,221,224,232,242,251,258,260,261,263,265,272,282,294,303,309,316,322,329,337,345,351,361,365,368,374,380,387,393,399,403,408,412,414,421,430,435,440,447,456,462,496,490,504,507,522,535,548,554,571,588,603,633,650,668,687,709,725,753,764,785,807,822,850,875,903,968,1022,1070,1134,1188,1246,1287,1372,1426,1494,1558,1651,1724,1811,1893,1919,1922,1954,1993,2024,2026,2070,2132,2242,2343,2431,2521,2623,2688,2707,2739,2760,2908,2945,3032,3057,3146,3264,3366,3467,3567,3689,3844,3943,4018,4146,4299,4429,4555,4722,4830,4932,5087,5154,5274,5417,5470,5499,5519,5489,5527,5540,5617,5736,5771,5809,5830,5832,5820,5877,5894,5893,5819,5819,5904,6052,6288,6474,6623,6729,6831,6903,7136,7279,7469,7709,7907,8102,8245,8434,8577,8693,8941,9151,9377,9569,9723,9856,9964,10003,9966,9940,10059,9812,10015,10193,10267,10690,10967,11165,11321,11431,11572,11666,11811,11909,12085,12307,12406,12308,11937,11657,11497
"357","349","      Professional advocacy, gross output","DSNGRC0",987,1012,1047,1101,1164,1306,1115,1203,1055,1231,1128,1151,1206,1241,1255,1247,1211,1206,1236,1303,1412,1484,1513,1499,1437,1398,1398,1438,1530,1600,1647,1662,1632,1635,1679,1770,1949,2044,2078,2058,1976,1944,1978,2059,2191,2271,2299,2279,2203,2191,2268,2417,2530,2690,2698,2770,2637,2722,2813,2897,3081,3234,3329,3425,3443,3513,3601,3790,3986,4172,4367,4289,4263,4353,4443,4774,4947,5182,5238,5354,5288,5462,5806,6126,6433,6820,6917,7190,7008,7064,7190,7800,8210,8589,8855,8942,8597,8559,8642,9014,9774,10518,10696,10611,9610,9995,9944,10252,10889,11664,12043,12354,11206,11074,11328,12071,12867,14018,15263,15502,13498,13555,13859,14109,14954,16373,17835,18172,16156,16312,16532,17186,18553,20003,20526,20603,18441,18254,18243,18180,18809,20137,21562,22025,19842,19547,19640,19894,21584,22654,23464,23738,20915,20592,20596,20920,21624,22690,23794,24458,22986,22594,22522,22840,24653,25317,26010,27343,25081,24573,24559,24199,25378,27446,29458,30511,27251,26143,25868,26437,28758,29496,31238,33512,29034,27992,27733,28409,30422,32821,34747,35715,32626,31519,31073,31426,35015,36197,38031,41447,36052,34858,34792
"358","350","    Less: Receipts from sales of goods and services by nonprofit institutions (134)","DNPSRC0",8812,8983,9113,9270,9507,9869,9680,10043,10093,10609,10631,10816,11065,11323,11580,11844,12122,12431,12715,13014,13493,13741,13948,14087,14578,14979,15283,15626,16094,16717,17110,17617,18019,18649,19249,19797,20411,21345,21827,22638,23412,24261,24875,25714,26610,27078,27928,28854,29621,30710,31643,32292,33445,34112,35083,35516,36522,37655,38467,39665,40742,42874,44094,45514,47515,49355,50536,53314,55087,56213,58323,59688,61918,64433,65104,66645,69607,72883,74961,77112,79291,81833,84157,87664,91054,92816,98047,102350,106118,109951,113116,116855,120093,123864,127666,131743,134800,137567,139302,142170,145324,147852,150081,152937,156137,158950,163021,167375,170877,173159,175398,179317,183515,188874,193990,198282,203652,209243,215787,220222,225826,230253,235221,241505,248360,255429,262795,267722,272279,279328,285688,293764,299690,305713,312037,316383,322620,326817,331503,333784,336214,339773,344493,348776,351035,354159,357472,362199,363352,369955,374185,384872,389389,394089,400003,404665,412971,417360,422246,425631,431399,436052,442141,449889,454619,463257,470749,477820,487742,496141,506686,516664,529717,541563,550948,556490,563409,569092,576856,586754,598263,611469,625637,635441,648706,654434,664061,675025,685632,691393,692362,703644,723149,733390,733930,745513,760917,771205,772679,777965,792733,806124,805821
"359","351","      Health services to households","DHLRRC0",4722,4830,4895,4987,5148,5356,5312,5517,5656,5749,5855,5958,6141,6348,6550,6755,6952,7161,7327,7504,7841,7974,8057,8067,8420,8644,8757,8909,9209,9690,9933,10295,10531,10996,11425,11812,12219,13038,13384,14001,14602,15252,15639,16242,16959,17268,17856,18743,19271,20174,20881,21288,22219,22669,23266,23297,24329,25134,25413,26409,27120,28802,29980,31161,32867,34312,34813,37183,38637,39563,41286,42427,44065,46410,46821,47500,50030,52596,54158,55796,57212,59193,60654,63297,66001,66967,71073,74299,77504,80595,82956,85120,87759,90694,93685,97099,99634,101567,102601,104443,107009,108463,109816,111102,113265,114772,117858,120766,123171,124362,125993,128889,131477,135782,139772,143023,147311,151751,156560,159818,163981,166932,170354,175443,181018,186423,191965,195831,199547,205077,210202,217191,221498,226675,231542,234719,239567,242257,245331,246861,248366,250634,253535,255886,256729,258379,260669,263978,263510,268238,270393,278269,281419,285172,289698,292129,298330,300735,303620,305161,309118,312099,316607,321669,323952,329625,334671,338722,345273,350781,359305,368639,380791,391007,397799,402117,407295,410598,415943,422884,432359,443972,455695,465258,475810,479908,488031,495512,503715,506867,506068,514973,531781,539520,538305,547787,561025,568494,566687,570234,583296,595420,593522
"360","352","        Outpatient services to households","DOUSRC0",342,355,367,380,390,401,403,415,421,438,450,467,488,513,538,561,577,589,604,622,652,687,724,759,780,791,788,793,807,834,866,892,868,809,754,715,786,851,909,931,943,921,903,896,931,976,1024,1067,1059,1057,1069,1092,1125,1155,1190,1237,1298,1352,1404,1440,1518,1509,1579,1606,1733,1815,1891,1995,2082,2169,2230,2316,2372,2500,2614,2665,2726,2741,2777,2875,2950,3030,3136,3217,3276,3342,3480,3638,3798,3984,4145,4204,4082,4122,4265,4404,4655,4943,5205,5353,5575,5652,5847,6014,6214,6462,6711,6963,7151,7346,7570,7681,8226,8244,8458,8659,9076,9480,9940,10453,10817,11130,11462,12020,12641,13666,14729,15476,15675,16070,16626,17140,18082,18611,19055,19591,20245,21053,21853,22520,23061,23764,24249,24862,25705,26230,26665,26999,27158,27450,28074,29267,29684,29973,30411,31098,31792,32158,32280,32390,32500,32889,33480,34227,34960,35681,36261,36652,37190,38097,39286,40687,42520,44215,45323,46194,46512,47057,48209,49855,51702,53662,55430,56667,58331,59458,60383,61153,60459,59881,60018,60774,62417,63940,65111,66164,67161,68123,69115,69594,69948,70829,71645
"361","353","        Nonprofit hospitals, services to households","DNPHRC0",4292,4388,4433,4504,4623,4792,4730,4903,5027,5098,5187,5265,5416,5586,5747,5907,6078,6256,6378,6503,6764,6829,6860,6842,7166,7393,7507,7631,7886,8301,8463,8769,9002,9496,9945,10321,10636,11337,11551,12063,12589,13203,13601,14177,14780,15032,15500,16250,16777,17614,18193,18469,19534,19802,20245,20124,21097,21842,22021,22925,23515,25070,26063,27144,28612,29923,30302,32479,33752,34536,36107,37057,38570,40703,40899,41411,43690,46118,47523,48946,50201,51996,53212,55646,58126,58828,62698,65614,68424,71233,73343,75428,78187,80981,83658,86718,88773,90152,90620,92042,94236,95488,96593,97558,99438,100434,103055,105510,107467,108389,109717,112364,114511,117787,120670,123087,126443,129998,134032,136506,140316,142907,145801,149833,154098,157806,161868,164631,168448,173504,177762,183790,186172,190494,194719,197094,200888,202310,204251,204851,205692,207047,209096,210579,210028,210808,212273,214673,213651,217554,218641,225026,226873,229554,232945,234088,239280,240404,242777,243970,247669,250149,253675,257530,258722,263177,267133,270152,275398,279353,286149,293539,303352,311620,316885,319853,324109,326427,330520,335673,343197,352439,361872,369739,378032,380260,386887,393705,402536,406503,405417,413172,427525,432892,430347,437746,450199,455874,453731,456464,469243,479416,476947
"362","354","        Nonprofit nursing homes' services to households","DNPNRC0",88,88,94,103,136,163,179,199,208,213,219,225,236,250,265,286,298,315,344,379,425,458,473,466,474,460,462,485,516,554,604,634,661,690,727,777,797,850,924,1006,1070,1128,1136,1169,1248,1260,1332,1426,1434,1502,1620,1727,1560,1713,1831,1935,1934,1941,1988,2044,2087,2222,2338,2411,2522,2573,2620,2708,2803,2858,2950,3053,3122,3207,3308,3424,3614,3736,3858,3975,4061,4166,4305,4434,4598,4797,4895,5047,5282,5379,5469,5488,5490,5592,5763,5977,6206,6473,6776,7049,7199,7323,7377,7530,7614,7875,8092,8293,8554,8627,8706,8843,8740,9751,10644,11276,11792,12273,12588,12860,12848,12895,13091,13590,14279,14951,15368,15725,15424,15503,15814,16261,17244,17570,17768,18034,18433,18894,19228,19489,19612,19823,20190,20445,20997,21340,21731,22305,22702,23235,23678,23976,24861,25646,26342,26943,27259,28173,28563,28801,28950,29061,29452,29911,30269,30767,31278,31918,32684,33332,33870,34414,34919,35171,35590,36070,36673,37115,37215,37356,37459,37871,38393,38852,39446,40190,40761,40655,40721,40483,40633,41027,41839,42688,42847,43877,43665,44497,43842,44177,44105,45175,44930
"363","355","      Recreation services to households","DRCRRC0",395,405,413,421,425,426,426,426,433,437,443,450,457,461,465,467,472,480,489,498,507,513,520,525,527,529,535,544,559,578,599,618,629,631,631,628,644,649,647,646,644,645,640,641,644,644,637,629,622,615,605,600,593,608,623,638,641,655,661,675,688,702,712,730,740,737,746,758,769,782,805,822,828,841,869,903,935,983,1030,1085,1160,1219,1283,1370,1465,1519,1635,1757,1849,1937,2107,2219,2311,2399,2500,2536,2586,2683,2782,2895,2927,3035,3163,3361,3567,3741,3922,4148,4327,4457,4595,4652,4769,4894,5054,5018,5166,5359,5486,5535,5652,5687,5954,6151,6252,6419,6526,6529,6537,6867,6997,7078,7233,7262,7499,7684,7945,8017,8164,8232,8315,8477,8643,8781,8912,9084,9094,9165,9165,9278,9387,9604,9662,9776,9801,10009,9999,10067,10226,10411,10625,10846,10999,11351,11266,11474,11592,11782,12130,12346,12111,12005,12002,12067,12242,12409,12468,12492,12576,12703,12837,13000,13260,13206,13505,13746,13814,14085,14360,14582,14654,14569,14428,14266,14150,14133,14198,14321,14332,14073,13833,13519,13457
"364","356","      Education services to households","DEDRRC0",1869,1893,1918,1943,1997,2040,2090,2141,2129,2316,2290,2337,2387,2445,2502,2555,2604,2643,2692,2741,2798,2868,2948,3035,3135,3240,3339,3435,3520,3600,3681,3755,3830,3890,3955,4032,4184,4282,4390,4519,4610,4720,4851,4999,5124,5236,5422,5421,5569,5671,5788,5912,6041,6121,6428,6475,6499,6594,7084,7147,7333,7562,7521,7552,7687,7930,8393,8578,8653,8680,8766,8857,9175,9142,9139,9477,9700,9981,10231,10351,10607,10680,11103,11384,11504,11780,12547,12776,12923,13101,13440,14023,14210,14591,14858,15175,15551,15900,16079,16435,16717,17105,17435,17904,18141,18425,18674,19054,19372,19587,19819,20194,20811,21274,21685,22070,22389,22910,23722,24289,24918,25572,26065,26544,27250,27830,28730,29224,29514,29973,30442,31016,31684,31895,32248,32490,33083,33670,34601,35045,35331,35804,36486,37049,37637,38185,38645,39411,40411,41301,42229,43609,44062,44177,44742,45556,46508,47239,47859,48712,49521,50142,50465,51519,52425,53651,54796,55850,57212,58460,59226,59204,58786,59056,60320,60339,61268,62537,63758,65116,66256,66835,67413,68927,70520,71466,72803,73619,74885,76416,76943,78715,79831,81068,82035,83683,85126,86832,88948,89881,91569,92715,93671
"365","357","      Social services to households","DSSRRC0",274,271,277,286,287,292,294,294,292,297,305,310,303,290,282,280,284,301,326,352,385,401,415,427,430,454,490,530,560,573,583,591,612,654,704,748,748,747,758,784,816,851,886,917,926,939,978,1000,1056,1109,1165,1220,1300,1331,1343,1550,1467,1513,1485,1546,1577,1615,1605,1644,1692,1755,1878,1952,2035,2105,2208,2298,2422,2459,2544,2697,2805,2954,3049,3131,3343,3479,3561,3717,3889,4079,4134,4414,4482,4646,4680,4862,4892,5012,5132,5248,5340,5447,5607,5712,5874,6009,6193,6428,6583,6785,7049,7299,7512,7644,7731,7927,8473,8537,8743,8907,9205,9397,9562,9898,10190,10503,10857,11129,11351,11721,11977,12229,12529,12764,13121,13387,13786,14130,14530,14839,15165,15625,16010,16228,16521,16863,17411,18034,18529,18985,19261,19628,19893,20402,21097,22038,22603,22982,23544,24279,25132,26146,27274,27962,28607,29314,30227,31396,32778,34165,35390,37005,38437,39747,41162,42354,43648,44804,45664,46323,46608,47168,47812,48652,49316,49944,50766,49928,50322,50495,50482,51611,51956,52117,52581,52814,53694,54563,55082,55502,55822,56335,56852,57371,57711,57950,58201
"366","358","      Religious organizations' services to households","DRELRC0",354,366,376,381,379,368,357,351,356,372,388,401,402,392,381,373,380,397,414,425,441,436,429,423,429,450,469,483,481,468,454,447,464,494,524,546,535,523,517,522,534,550,564,576,583,588,604,605,623,639,658,678,677,677,663,722,717,763,745,755,777,826,823,849,864,875,899,924,994,958,928,958,994,987,1045,1110,1118,1137,1163,1196,1265,1270,1194,1261,1304,1329,1371,1429,1484,1536,1579,1639,1664,1646,1698,1724,1744,1776,1825,1919,1888,1993,2043,2180,2195,2213,2245,2260,2348,2499,2477,2455,2516,2545,2640,2646,2770,2763,2782,2786,2843,2925,2965,2956,2929,3064,3188,3178,3247,3262,3253,3215,3264,3304,3410,3446,3406,3461,3513,3582,3703,3774,3838,3889,3878,3929,3989,4074,4228,4313,4401,4515,4543,4542,4571,4620,4659,4700,4733,4753,4744,4764,4786,4809,4858,4887,4925,4954,4970,4982,4976,4933,4919,4921,4935,4949,4958,4985,5043,5113,5178,5254,5302,5318,5375,5347,5407,5541,5496,5606,5641,5719,5878,5916,6056,6179,6304,6329,6358,6384,6356,6380,6477
"367","359","      Foundations and grantmaking and giving services to households","DGIVRC0",8,9,9,9,11,11,12,13,14,15,16,17,18,18,18,18,20,22,22,23,21,18,19,21,26,32,38,41,40,38,36,34,35,36,38,38,35,33,33,35,39,43,48,51,50,51,54,60,69,79,89,98,74,77,77,77,74,73,75,81,93,106,114,119,119,116,116,119,124,129,137,144,153,160,160,156,145,142,142,152,175,192,211,224,228,233,235,238,248,255,267,274,290,301,314,323,339,348,358,363,370,371,381,393,403,406,417,432,440,447,466,484,510,512,515,519,559,584,609,626,674,707,727,736,728,715,728,748,780,788,803,815,800,823,846,852,873,879,864,855,828,814,811,815,824,820,799,786,771,764,784,814,871,920,942,935,901,869,844,823,807,793,778,762,745,721,690,652,616,574,534,492,457,434,424,422,432,440,452,467,484,498,505,502,506,506,517,549,567,596,620,649,675,692,700,695,676,663,658,650,634,623,617
"368","360","      Services of social advocacy establishments to households","DSASRC0",18,17,18,18,18,19,19,19,19,19,20,20,20,19,18,18,18,19,21,23,25,26,27,27,28,29,32,34,36,37,37,38,39,42,45,48,48,48,49,50,52,55,57,59,60,60,63,64,68,71,75,78,84,86,86,100,94,97,96,99,101,104,103,106,109,113,121,126,131,135,142,148,156,158,164,174,180,190,196,201,215,224,229,239,250,262,266,284,288,299,301,313,315,322,330,338,343,350,361,367,378,386,398,413,423,436,453,469,482,491,496,509,543,547,560,571,593,605,615,635,648,665,686,703,720,746,765,784,806,822,847,864,888,910,935,954,974,1003,1027,1039,1057,1077,1110,1148,1177,1205,1224,1249,1266,1300,1314,1272,1253,1260,1289,1310,1353,1393,1410,1444,1477,1506,1547,1589,1583,1583,1600,1601,1606,1616,1601,1590,1608,1608,1660,1741,1797,1854,1882,1882,1828,1827,1835,1792,1854,1892,1891,1989,2023,2092,2165,2203,2291,2328,2371,2413,2442,2463,2515,2554,2591,2653,2737
"369","361","      Civic and social organizations' services to households","DCISRC0",183,186,189,192,193,193,192,192,195,199,204,208,209,207,205,204,207,214,222,230,235,236,237,238,240,246,254,263,270,276,282,288,294,300,305,308,315,314,312,312,312,312,311,311,309,308,305,302,301,302,300,299,300,306,310,332,325,329,326,330,333,335,333,337,341,344,355,358,362,366,372,374,385,391,402,416,431,455,476,498,542,579,615,660,703,748,783,848,894,951,1006,1083,1143,1202,1257,1274,1289,1332,1379,1422,1441,1494,1561,1668,1772,1866,1962,2070,2150,2190,2245,2286,2423,2456,2531,2547,2604,2689,2760,2819,2883,2962,3069,3124,3157,3231,3328,3405,3476,3581,3632,3679,3776,3822,3909,4018,4094,4169,4210,4220,4287,4331,4412,4546,4609,4677,4720,4762,4795,4885,4913,4933,4865,4856,4917,5030,5214,5345,5431,5468,5488,5482,5603,5653,5738,5849,5915,5963,5960,5983,5968,5930,5985,6047,6159,6291,6437,6586,6733,6846,6913,6960,7073,6893,6999,7084,7099,7359,7545,7688,7802,7881,7980,8044,8137,8193,8299,8440,8500,8428,8173,7982,7873
"370","362","      Professional advocacy services to households","DSNRRC0",989,1005,1019,1033,1049,1165,977,1090,1000,1206,1110,1116,1129,1143,1159,1174,1184,1193,1203,1217,1240,1268,1297,1324,1344,1356,1370,1387,1419,1459,1505,1551,1585,1606,1621,1636,1684,1711,1736,1771,1803,1834,1879,1918,1954,1984,2009,2028,2041,2049,2080,2117,2157,2238,2288,2325,2374,2496,2584,2622,2719,2822,2902,3016,3095,3173,3216,3316,3382,3495,3678,3660,3740,3886,3960,4211,4262,4447,4515,4703,4770,4996,5308,5512,5710,5900,6003,6305,6445,6631,6778,7324,7508,7697,7892,8026,7973,8163,8310,8614,8720,8995,9092,9488,9787,10306,10441,10876,11075,11482,11575,11922,11993,12329,12490,12980,13054,13185,13692,13814,14036,14300,14545,14719,14956,15279,15588,15794,15844,16194,16391,16519,16761,16892,17117,17382,17514,17737,17783,17722,17806,18000,18246,18630,18739,18894,19072,19147,19312,19474,19667,19818,20111,20405,20499,20797,20876,20867,20849,20897,21010,21107,21128,21141,21274,21302,21170,21290,21538,21650,21802,21518,21521,21619,21746,21898,22146,22431,22658,23092,23091,23181,23787,23616,23813,23990,24018,24760,25087,25428,25887,26121,26589,26994,27093,26929,27024,27328,27829,28389,28570,28882,29265
